,주차장관리번호,주차장명,주차장구분,주차장유형,소재지지번주소,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명,lat,lng
788,324-2-000024,신중앙시장공영,공영,노외,전라남도 목포시 산정동 1730-1,32,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8101269,126.3765456
789,324-2-000024,장미공영,공영,노외,전라남도 목포시 옥암동 1015,27,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8056005,126.4330776
790,324-2-000025,비파공영,공영,노외,전라남도 목포시 상동 32,82,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8206699,126.4116885
791,324-2-000026,동백1공영,공영,노외,전라남도 목포시 상동 781,29,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.81108469999999,126.4201335
792,324-2-000027,동백2공영,공영,노외,전라남도 목포시 상동 782,28,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8114047,126.4203427
793,324-2-000028,부영1공영,공영,노외,전라남도 목포시 상동 1032,35,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8007114,126.4302088
794,324-2-000029,부영2공영,공영,노외,전라남도 목포시 상동 1033,34,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8004854,126.4297355
795,324-2-000030,입암공영,공영,노외,전라남도 목포시 상동 1135,50,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.7971047,126.428366
796,324-2-000031,우미공영,공영,노외,전라남도 목포시 상동 1127,54,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.799996,126.4344261
797,324-2-000032,평화1공영,공영,노외,전라남도 목포시 상동 1158,47,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.7965832,126.43413
798,324-2-000033,평화2공영,공영,노외,전라남도 목포시 상동 1156,47,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.7956279,126.4321157
799,324-2-000034,미항공영,공영,노외,전라남도 목포시 옥암동 1098-10,34,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.7984687,126.4377648
800,324-2-000035,북항노을공원공영,공영,노외,전라남도 목포시 산정동 1110-13,163,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8085506,126.3665946
801,324-2-000036,옥암수변공원공영,공영,노외,전라남도 목포시 옥암동 1376,52,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8023597,126.4461306
802,324-2-000037,놀부정공영,공영,노외,전라남도 목포시 상동 830-1,52,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.8055169,126.4197153
803,324-2-000038,시외버스터미널공영,공영,노외,전라남도 목포시 상동 199,52,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.813655,126.4177435
804,324-2-000039,행정타운공영주차장,공영,노외,전라남도 목포시 남교동 88-16,100,0:00,0:00,0:00,0:00,0:00,0:00,60,0,30.0,500.0,전라남도 목포시청,34.7934131,126.3820448
805,324-2-000040,상동저류지공영,공영,노외,전라남도 목포시 상동 1021-1,66,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청,34.7981403,126.4264057
806,354-1-000010,중앙로1 노상유료,공영,노상,경상북도 안동시 서부동 172-2,13,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5661602,128.7281066
807,354-1-000020,중앙로2 노상유료,공영,노상,경상북도 안동시 서부동 152-2,8,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5658563,128.7294734
808,354-1-000030,중앙로3 노상유료,공영,노상,경상북도 안동시 삼산동 112-3,9,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.565677,128.7313766
809,354-1-000040,중앙로4 노상유료,공영,노상,경상북도 안동시 삼산동 90-4,12,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5659882,128.7319202
810,354-1-000050,중앙로5 노상유료,공영,노상,경상북도 안동시 삼산동 112-3,10,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.565677,128.7313766
811,354-1-000060,대안로1 노상유료,공영,노상,경상북도 안동시 남부동 250-1,12,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5641733,128.7310105
812,354-1-000070,대안로2 노상유료,공영,노상,경상북도 안동시 남문동 229-1,7,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5646089,128.7293511
813,354-1-000080,대안로5 노상유료,공영,노상,경상북도 안동시 남문동 229-1,14,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5646089,128.7293511
814,354-1-000090,퇴계로1 노상유료,공영,노상,경상북도 안동시 서부동 189,4,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5661853,128.7278476
815,354-1-000100,퇴계로2 노상유료,공영,노상,경상북도 안동시 남문동 230,5,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5650769,128.7261939
816,354-1-000110,퇴계로3 노상유료,공영,노상,경상북도 안동시 남문동 228-4,9,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.56479100000001,128.7262392
817,354-1-000120,안동초등서편 노상유료,공영,노상,경상북도 안동시 남문동 222-26,23,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5648684,128.7277269
818,354-1-000130,김재왕내과앞 노상유료,공영,노상,경상북도 안동시 동부동 453-1,6,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5654499,128.7331306
819,354-1-000140,중앙시장1 노상유료,공영,노상,경상북도 안동시 대석동 214-2,13,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.56630639999999,128.7245273
820,354-1-000150,중앙시장2 노상유료,공영,노상,경상북도 안동시 안흥동 280-17,14,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5650655,128.7246755
821,354-1-000160,중앙시장3 노상유료,공영,노상,경상북도 안동시 안흥동 282-4,15,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5647537,128.7245139
822,354-1-000170,중앙시장4-대안로 노상유료,공영,노상,경상북도 안동시 안흥동 278-17,15,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5652538,128.7260067
823,354-1-000180,중앙시장5-대안로 노상유료,공영,노상,경상북도 안동시 옥야동 425-1,12,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5646325,128.7229521
824,354-1-000190,중앙시장6-대안로 노상유료,공영,노상,경상북도 안동시 옥야동 289-14,13,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5650606,128.7228053
825,354-1-000210,안동의료원앞-태사2길 노상유료,공영,노상,경상북도 안동시 북문동 484,10,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.567215,128.7327641
826,354-1-000220,서울식당앞-중앙로 노상유료,공영,노상,경상북도 안동시 동부동 454,10,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5650596,128.7343268
827,354-1-000230,구산림청앞-대안로 노상유료,공영,노상,경상북도 안동시 운흥동 297,9,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.563967,128.732329
828,354-1-000240,경동로1 노상유료,공영,노상,경상북도 안동시 옥야동 339-9,9,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5634382,128.7217959
829,354-1-000250,경동로2 노상유료,공영,노상,경상북도 안동시 옥야동 300-41,10,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.563777,128.7228414
830,354-1-000260,경동로3 노상유료,공영,노상,경상북도 안동시 옥야동 336-3,12,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5632708,128.7226579
831,354-1-000270,경동로4 노상유료,공영,노상,경상북도 안동시 옥야동 335-28,8,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5632576,128.7230488
832,354-2-000050,옥동 주차타워,공영,노외,경상북도 안동시 옥동 792-2,319,8:00,22:00,0:00,0:00,0:00,0:00,30,200,10.0,200.0,경상북도 안동시청,36.5615115,128.7013969
833,354-2-000080,중앙신시장 2주차장,공영,노외,경상북도 안동시 옥야동 338-2,22,10:00,19:00,10:00,19:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5636851,128.7221043
834,354-2-000340,터미널공영주차장,공영,노외,경상북도 안동시 송현동 833,303,0:00,0:00,0:00,0:00,0:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5734521,128.6760424
835,354-2-000010,풍산시장 주차장,공영,노외,경상북도 안동시 풍산읍 안교리 123-40,119,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5778488,128.5736126
836,354-2-000020,용상시장 주차장,공영,노외,경상북도 안동시 용상동 1242,113,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.559461,128.750158
837,354-2-000030,중앙상점가 주차장,공영,노외,경상북도 안동시 남부동 155-3,58,8:00,0:00,9:00,0:00,9:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5644119,128.7316417
838,354-2-000040,구시장 주차장,공영,노외,경상북도 안동시 남문동 222-7,118,9:00,0:00,9:00,0:00,9:00,0:00,30,500,10.0,200.0,경상북도 안동시청,36.5648963,128.726705
839,354-2-000060,서부시장,공영,노외,경상북도 안동시 태화동 189-1,39,10:00,19:00,10:00,19:00,0:00,0:00,30,200,10.0,100.0,경상북도 안동시청,36.5655326,128.7135649
840,354-2-000070,중앙신시장 주차타워,공영,노외,경상북도 안동시 옥야동327-3,197,10:00,19:00,10:00,19:00,0:00,0:00,30,200,10.0,100.0,경상북도 안동시청,36.5630219,128.7238643
841,354-2-000090,북문시장주차장,공영,노외,경상북도 안동시 율세동 410-5,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5683811,128.7327628
842,354-2-000100,태화동마을공동주차장(3택지),공영,노외,경상북도 안동시 태화동 689-17,32,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5691677,128.7056022
843,354-2-000110,안기동마을공동주차장,공영,노외,경상북도 안동시 안기동 139-1,5,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5720315,128.7172637
844,354-2-000120,평화동마을공동주차장,공영,노외,경상북도 안동시 평화동 372-56,7,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5710445,128.7136882
845,354-2-000130,태화동포도3길마을공동주차장,공영,노외,경상북도 안동시 태화동 693-2,22,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5697867,128.7065429
846,354-2-000140,안기동한화길마을공동주차장,공영,노외,경상북도 안동시 안기동 147,23,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5727755,128.7177879
847,354-2-000150,안기동 마을공동주차장,공영,노외,경상북도 안동시 안기동 121-14,22,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5711537,128.7177248
848,354-2-000160,용상동복개천,공영,노외,경상북도 안동시 용상동 1543-1,123,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.558098,128.7505056
849,354-2-000170,명륜1주차장,공영,노외,경상북도 안동시 명륜동 308-11,17,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5696787,128.7302859
850,354-2-000180,명륜2주차장,공영,노외,경상북도 안동시 명륜동 328-8,12,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5688706,128.7306872
851,354-2-000190,안흥1주차장,공영,노외,경상북도 안동시 안흥동 356-35,13,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5614502,128.72536
852,354-2-000200,낙동강둔치주차장-수상동,공영,노외,경상북도 안동시 수상동 820-1,1000,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5491827,128.7000747
853,354-2-000210,낙동강둔치주차장-옥야동,공영,노외,경상북도 안동시 옥야동 424,446,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5567032,128.7215556
854,354-2-000220,낙동강둔치주차장-운흥동,공영,노외,경상북도 안동시 운흥동 300,300,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5586947,128.7310527
855,354-2-000230,낙동강둔치주차장-태화동,공영,노외,경상북도 안동시 태화동 545,365,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5574548,128.7083174
856,354-2-000240,낙동강둔치주차장-정하동,공영,노외,경상북도 안동시 정하동 635,200,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5550204,128.7258886
857,354-2-000250,탈춤공연장,공영,노외,경상북도 안동시 운흥동 300-15,46,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5604066,128.7318419
858,354-2-000260,월영교,공영,노외,경상북도 안동시 상아동 502-1,334,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5767003,128.7582501
859,354-2-000270,문화관광단지 주차장,공영,노외,경상북도 안동시 성곡동 1551,639,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5681545,128.7761249
860,354-2-000280,도산서원,공영,노외,경상북도 안동시 도산면 토계리 673-1,189,9:00,18:00,9:00,18:00,9:00,18:00,1440,2000,0.0,0.0,경상북도 안동시청,36.7283629,128.8403155
861,354-2-000290,하회마을관광지,공영,노외,경상북도 안동시 풍천면 하회리 254,278,9:00,18:00,9:00,18:00,9:00,18:00,1440,2000,0.0,0.0,경상북도 안동시청,36.5506732,128.5290594
862,354-2-000300,안막동마을공동주차장,공영,노외,경상북도 안동시 안막동 106-50,13,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5805737,128.7331753
863,354-2-000310,태화동마을공동주차장,공영,노외,경상북도 안동시 태화동 634-230,5,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5661873,128.7077436
864,354-2-000320,신세동마을공동주차장,공영,노외,경상북도 안동시 신세동 120-3,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.56706570000001,128.737674
865,354-2-000330,개목나루 문화공원,공영,노외,경상북도 안동시 성곡동 815-1,138,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5788124,128.7647828
866,354-3-000010,안동시청 부설주차장,공영,부설,경상북도 안동시 명륜동 344,552,8:00,19:00,0:00,0:00,0:00,0:00,60,500,30.0,500.0,경상북도 안동시청,36.5682946,128.727911
867,354-2-000350,용상동 현대아파트 주변 마을공동주차장,공영,노외,경상북도 안동시 용상동 산59-3,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5568812,128.7633088
868,354-2-000360,운흥동(안동체육관 주변) 마을공동주차장,공영,노외,경상북도 안동시 운흥동 272-6,4,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5610912,128.7280613
869,354-2-000370,안기동 한화1길 마을공동주차장,공영,노외,경상북도 안동시 안기동 134-3,10,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5717113,128.7167199
870,354-2-000380,신세동 성진골 마을공동주차장,공영,노외,경상북도 안동시 신세동 93-2,9,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5656607,128.738551
871,354-2-000390,운안동 동산주택 내 마을공동주차장,공영,노외,"경상북도 안동시 운안동 337-20,337-27",10,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5716773,128.714418
872,354-1-000280,신세동노상주차장,공영,노상,경상북도 안동시 신세동 182,21,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5649219,128.7382278
873,354-1-000290,안동터미널제2주차장,공영,노상,경상북도 안동시 송현동 611-3,110,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5743284,128.6794713
874,354-1-000300,태사묘 동편,공영,노상,경상북도 안동시 북문동 484,13,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.567215,128.7327641
875,354-1-000310,컨텐츠 박물관 뒤,공영,노상,경상북도 안동시 컨텐츠박물관 뒤(태사길),19,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5662355,128.7341994
876,354-1-000320,법흥교 하단,공영,노상,경상북도 안동시 법흥교 하단(임청각길),62,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5641889,128.7424671
877,354-1-000330,삼성생명 북편,공영,노상,경상북도 안동시 삼성생명 북편,13,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5643831,128.7333013
878,354-1-000340,법흥주유소 앞,공영,노상,경상북도 안동시 법흥주유소 앞,10,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.564498,128.7390181
879,354-1-000350,서동문로(미성악기앞),공영,노상,경상북도 안동시 서동문로(미성악기앞),18,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5651886,128.736301
880,354-1-000360,서울식당 앞,공영,노상,경상북도 안동시 동부동 454,10,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5650596,128.7343268
881,354-1-000370,주거환경개선지구(범석골),공영,노상,경상북도 안동시 범석골,20,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5743221,128.7314566
882,354-1-000380,구 안동병원 앞,공영,노상,경상북도 안동시 구 안동병원 앞(전거리길),57,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5600173,128.7440762
883,354-1-000390,제일교회 앞,공영,노상,경상북도 안동시 용상동 1179-146,24,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.556092,128.7536274
884,354-1-000400,구보훈청 앞 양면,공영,노상,경상북도 안동시 용상동 1078-142,36,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5531767,128.7557527
885,354-1-000410,천리고가교 하단,공영,노상,경상북도 안동시 서구동 316-3,114,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5620011,128.72605
886,354-1-000420,청소년수련관 앞,공영,노상,경상북도 안동시 옥야동 384-2,108,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5591717,128.7212345
887,354-1-000430,경찰서 남쪽,공영,노상,경상북도 안동시 당북동 447,62,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5620844,128.7188872
888,354-1-000440,고추상가 앞,공영,노상,경상북도 안동시 고추상가 앞(영호길),39,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5643931,128.7307338
889,354-1-000450,경안고등학교 동편,공영,노상,경상북도 안동시 금곡동 124-19,11,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.569873,128.7207161
890,354-1-000460,라이온스회관-신덕방앗간,공영,노상,경상북도 안동시 태화동 269,19,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5621977,128.7121288
891,354-1-000470,서경지5길-광고마을-태화세차장,공영,노상,경북 안동시 태화동 269,16,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5621977,128.7121288
892,354-1-000480,관광전자-태화주공,공영,노상,경상북도 안동시 태화동 269,35,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5621977,128.7121288
893,354-1-000490,안동MBC 앞,공영,노상,경상북도 안동시 태화동 709-4,27,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5717988,128.7073367
894,354-1-000500,한국복지재가센터(구한전)뒤쪽,공영,노상,경상북도 안동시 태화동 634-30,14,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5665741,128.7093905
895,354-1-000510,운안5통놀이터-KBS,공영,노상,경상북도 안동시 감나무3길,28,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5697392,128.711967
896,354-1-000520,평화복지회관 길,공영,노상,경상북도 안동시 평화복지회관 길,21,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5593858,128.69964
897,354-1-000530,스마일마트-참새방앗간,공영,노상,경상북도 안동시 운안동 479-6,20,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5715464,128.7131062
898,354-1-000540,송현2주공 남쪽,공영,노상,경상북도 안동시 송현2주공 남쪽,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5695207,128.6965269
899,354-1-000550,평생학습관 앞쪽,공영,노상,경상북도 안동시 강변마을 2길,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5590477,128.716902
900,354-2-000400,운흥동 산림조합서편 마을공동주차장,공영,노외,"경상북도 안동시 운흥동 185-15,205-3,17",16,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5640356,128.734221
901,354-2-000410,와룡면 가구리 복지회관 마을공동주차장,공영,노외,경상북도 안동시 와룡면 가구리 724-5,34,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.6161164,128.7671902
902,354-2-000420,안막동 계림플러스 주변 마을공동주차장,공영,노외,경상북도 안동시 안막동 산138-1,20,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5780144,128.7318292
903,354-2-000430,당북동 당북2길 주변 마을공동주차장,공영,노외,"경상북도 안동시 당북동 109-8,9",10,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5661638,128.7197957
904,354-2-000440,송천동 향교앞 마을공동주차장,공영,노외,"경상북도 안동시 송천동 1196-3,6",38,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5504445,128.786234
905,354-2-000450,평화동 평화윗길 마을공동주차장,공영,노외,"경상북도 안동시 평화동 108-67,48",5,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5702911,128.7162454
906,354-2-000460,태화동 태화지구대 주변 마을공동주차장,공영,노외,경상북도 안동시 태화동 247-27,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5624539,128.7131355
907,354-2-000470,금곡동 마을공동주차장(경안여중 진입로 인근),공영,노외,경상북도 안동시 금곡동 131-15,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5711039,128.7216426
908,354-2-000480,안기동 마을공동주차장(대원아파트 인근),공영,노외,경상북도 안동시 운안동 173-8,15,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5732374,128.7111756
909,354-2-000490,운안동 마을공동주차장(대원한숲타운 인근),공영,노외,경상북도 안동시 운안동 335,6,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5722943,128.7149332
910,354-2-000500,안기동 한화3길 마을공동주차장대원아파트 남동측 70m),공영,노외,경상북도 안동시 안기동 152-11,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5721657,128.7180347
911,354-2-000510,평화동(평화윗길) 마을공동주차장,공영,노외,경상북도 안동시 평화동 108-42,3,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5701838,128.7164131
912,354-2-000520,용상동(동문교회뒤) 마을공동주차장,공영,노외,경상북도 안동시 용상동 1422-2,6,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5625107,128.7480034
913,354-2-000530,평화동(적십자앞) 마을공동주차장 설치공사,공영,노외,경상북도 안동시 평화동 395-51,6,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5691272,128.7119511
914,354-2-000540,운안동(명성한마음타운앞) 마을공동주차장,공영,노외,경상북도 안동시 운안동 348-2,13,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5721145,128.7121383
915,354-2-000550,풍산읍 하리리 일성당앞 마을공동주차장,공영,노외,"경상북도 안동시 풍산읍 하라리 2, 3-1",15,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5740552,128.581693
916,354-2-000560,명륜동 시청 후문 마을공동주차장 설치공사,공영,노외,경상북도 안동시 명륜동 338-4,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5691051,128.7297654
917,354-2-000570,용상동 중들제일 경로당앞 마을공동주차장,공영,노외,경상북도 안동시 용상동 154-10,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5590228,128.7494664
918,354-2-000580,금곡동 서부파출소 건너편 마을공동주차장,공영,노외,경상북도 안동시 금곡동 133-13,2,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5710396,128.7199125
919,354-2-000590,용상동(현대2차동편) 마을 공동 주차장,공영,노외,경상북도 안동시 용상동 600-23,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5531909,128.7649771
920,354-2-000600,태화동 태화오거리주변 마을공동주차장,공영,노외,"경상북도 안동시 태화동 196-14, 197-1",9,0:00,0:00,0:00,0:00,0:00,0:00,0,0,0.0,0.0,경상북도 안동시청,36.5659057,128.71266
