주차장관리번호,주차장명,주차장구분,주차장유형,소재지지번주소,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명
252-2-000014,3.1 기념탑 주차장,공영,노외,강원도 강릉시 저동 144-3,150,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000015,전적비 주차장,공영,노외,강원도 강릉시 안현동 94-145,84,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000016,경포 번영회 주차장,공영,노외,강원도 강릉시 안현동 868-4,145,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000017,경포대광장 주차장(충혼탑),공영,노외,강원도 강릉시 저동 126-1,98,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000018,선교장 노외주차장,공영,노외,강원도 강릉시 운정동 472-18,54,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000019,오죽헌박물관 뒷편 주차장,공영,노외,강원도 강릉시 죽헌동 179-1,21,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000020,종합운동장 주차장,공영,노외,강원도 강릉시 교동 2-10,490,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000021,강릉실내종합체육관 주차장,공영,노외,강원도 강릉시 교동 2-21,176,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000022,강릉인라인스케이팅장 주차장,공영,노외,강원도 강릉시 교동 369,95,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000023,관동교회 근처주차장,공영,노외,강원도 강릉시 교동 987-7,5,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000024,관동중 맞은편,공영,노외,강원도 강릉시 교동 1740-3,10,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000025,관동중 앞,공영,노외,강원도 강릉시 교동 1429-6,9,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000026,구 터미널주차장,공영,노외,강원도 강릉시 교동 156-35,292,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000027,기쁨교회부지 컬링경기장,공영,노외,강원도 강릉시 교동 622,100,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000028,임당사거리 근처 주차장,공영,노외,강원도 강릉시 교동 156-35,130,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000029,코레일네트웍스㈜강릉역주차장,공영,노외,강원도 강릉시 교동 118,52,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000030,내곡교사거리 근처 주차장,공영,노외,강원도 강릉시 내곡동 51-15,5,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000031,내곡동 현대A 앞 둔치주차장,공영,노외,강원도 강릉시 내곡동 31,57,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000032,도시계획도로 임시 주차장1,공영,노외,강원도 강릉시 내곡동 67-3,4,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000033,도시계획도로 임시 주차장2,공영,노외,강원도 강릉시 내곡동 51-48,2,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000034,무지개아파트 근처 주차장,공영,노외,강원도 강릉시 내곡동 71-3,8,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000035,폴리텍III대학 입구,공영,노외,강원도 강릉시 내곡동 산104,10,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000036,사천항 공영주차장,공영,노외,강원도 강릉시 사천면 사천진리 86-141,100,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000037,사천면 공영주차장,공영,노외,강원도 강릉시 사천면 사천진리 86-185,60,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000038,사천 동해종합마트 근처,공영,노외,강원도 강릉시 사천면 사천진리 29-12,25,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000039,사천진 보건진료소 근처주차장,공영,노외,강원도 강릉시 사천면 사천진리 86-76,75,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000040,사천진리 해변길 주차장,공영,노외,강원도 강릉시 사천면 사천진리 2-93,11,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000041,남항진항 해수욕장 주차장,공영,노외,강원도 강릉시 남항진동 1-1,199,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000042,6주공오거리 근처 주차장1,공영,노외,강원도 강릉시 입암동 95,82,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000043,6주공오거리 근처 주차장2,공영,노외,강원도 강릉시 입암동 85-3,68,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000044,강릉중학교 근처 주택가 주차장,공영,노외,강원도 강릉시 입암동 659-18,22,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000045,구파출소 옆,공영,노외,강원도 강릉시 입암동 679-30,12,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000046,성덕동 주민센터 근처주차장,공영,노외,강원도 강릉시 입암동 599-6,26,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000047,성산교회 앞,공영,노외,강원도 강릉시 성산면 구산리 243-1,29,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000048,소라B단지아파트 인근 주차장,공영,노외,강원도 강릉시 송정동 212,7,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000049,송정풋살경기장,공영,노외,강원도 강릉시 견소동 산2,25,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000050,송정해변 주차장,공영,노외,강원도 강릉시 송정동 산60-3,100,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000051,안목사거리 근처 주차장,공영,노외,강원도 강릉시 견소동 268-29,23,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000052,동덕 주차장,공영,노외,강원도 강릉시 연곡면 동덕리 143-3,250,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000053,연곡면 주민센터앞 게이트볼장 부지,공영,노외,강원도 강릉시 연곡면 방내리 31-1,50,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000054,연곡2단지부영 근처 주차장,공영,노외,강원도 강릉시 연곡면 영진리 357-125,5,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000055,금진항 주차장,공영,노외,강원도 강릉시 옥계면 금진리 112,350,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000056,옥계성당 근처 주차장,공영,노외,강원도 강릉시 옥계면 현내리 339-5,13,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000057,고수부지공영주차장(새벽시장),공영,노외,강원도 강릉시 옥천동 25-2,256,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000058,옥천동주차장(구여성회관),공영,노외,강원도 강릉시 옥천동 224,82,10:00,18:00,0:00,23:59,0:00,23:59,30,500,10,200,강릉시청 교통과
252-2-000059,도시계획도로 임시 주차장3,공영,노외,강원도 강릉시 주문진읍 교항리 292,10,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000060,소돌 소원(아들)바위 주차장,공영,노외,강원도 강릉시 주문진읍 주문리 791-42,116,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000061,신리천 둔치 주차장,공영,노외,강원도 강릉시 주문진읍 교항리 1252-14,144,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000062,주문진 터미널 오거리주차장,공영,노외,강원도 강릉시 주문진읍 교항리 328-2,45,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000063,주문7리 마을회관 근처주차장,공영,노외,강원도 강릉시 주문진읍 주문리 122-13,30,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000064,주문진 주차장,공영,노외,강원도 강릉시 주문진읍 교항리 130-11,47,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000065,주문진 중앙공원 주차장,공영,노외,강원도 강릉시 주문진읍 주문리 316-3,80,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000066,주문진 해안주차타워,공영,노외,강원도 강릉시 주문진읍 주문리 312-684,230,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000067,주문진읍 피난촌 주차장,공영,노외,강원도 강릉시 주문진읍 교항리 259,54,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000068,주문진해수욕장 주차장,공영,노외,강원도 강릉시 주문진읍 향호리 8-17,560,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000069,고수부지 공영주차장,공영,노외,강원도 강릉시 성남동 85-2,375,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000070,구)기상청주차장,공영,노외,강원도 강릉시 용강동 63-2,60,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000071,구)산림청주차장,공영,노외,강원도 강릉시 용강동 46-2,86,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000072,남대천둔치 공영주차장강릉교아래시립의료원앞,공영,노외,강원도 강릉시 남문동 67,64,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000073,명주동주차장,공영,노외,강원도 강릉시 명주동 14,19,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000074,상공회의소주차장,공영,노외,강원도 강릉시 임당동 146,50,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000075,서부시장주차장,공영,노외,강원도 강릉시 용강동 26,54,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000076,성내동 광장 주차장,공영,노외,강원도 강릉시 성남동 114-3,75,8:00,23:00,0:00,23:59,0:00,23:59,30,500,10,200,강릉시청 교통과
252-2-000077,손병욱 베이커리 근처 주차장,공영,노외,강원도 강릉시 임당동 48-3,20,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000078,중앙동주민센터주차장,공영,노외,강원도 강릉시 임당동 37,23,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000079,중앙시장주차장,공영,노외,강원도 강릉시 성남동 40-4,62,9:00,18:00,0:00,23:59,0:00,23:59,30,500,10,200,강릉시청 지역경제과
252-2-000080,경포호수변 공영주차장,공영,노외,강원도 강릉시 강문동 263,242,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,경포도립공원(옥포재단)
252-2-000081,강문 노외공영주차장,공영,노외,강원도 강릉시 강문동 182-1,177,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000082,구포남시장주차장,공영,노외,"강원도 강릉시 포남동 1153, 1153-2",175,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000083,원규앤노블래스뒤,공영,노외,강원도 강릉시 포남동 1278-17,28,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000084,홍제동둔치주차장 고가도로아래⇔홍제내곡교 밑,공영,노외,강원도 강릉시 홍제동 946-1,70,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000085,(구)문화원 주차장,공영,노외,강원도 강릉시 홍제동 15-3,14,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000086,갈바리병원옆,공영,노외,강원도 강릉시 홍제동 2-6,18,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000087,관광개발공사옆주차장,공영,노외,강원도 강릉시 홍제동 262-1,153,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000088,구 농진청부지,공영,노외,강원도 강릉시 홍제동 156,180,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000089,구 중앙초교 담장옆,공영,노외,강원도 강릉시 홍제동 66-1,10,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000090,구 도로관리사업소,공영,노외,강원도 강릉시 홍제동 101,68,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000091,노인회관 앞,공영,노외,강원도 강릉시 홍제동 77-5,6,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000092,동사무소 건너편,공영,노외,강원도 강릉시 홍제동 97-4,40,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000093,홍제동소주차장5,공영,노외,강원도 강릉시 홍제동 26-8,4,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000094,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 179-15,8,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000095,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 213-10,4,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000096,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 211,4,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000097,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 209-3,4,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000098,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 207-10,3,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000099,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 58-7,10,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000100,홍제동소주차장,공영,노외,강원도 강릉시 홍제동 215-9,6,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000101,kbs부지 부차장,공영,노외,강원도 강릉시 유천동 754,457,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000102,선교장 환승주차장,공영,노외,강원도 강릉시 운정동 958-1,155,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000103,경포대초등학교 환승주차장,공영,노외,강원도 강릉시 안현동 859,125,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000104,문화의길 공한지 주차장,공영,노외,강원도 강릉시 임당동 84-1,13,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000105,개인택시조합 공한지 주차장,공영,노외,강원도 강릉시 두산동 228-4,87,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000106,정동진리 50 공영주차장,공영,노외,강원도 강릉시 강동면 정동진리 50,17,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000107,저동 473-1 공영주차장,공영,노외,강원도 강릉시 저동 476-1,11,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000108,견소동 190-76 공영주차장,공영,노외,강원도 강릉시 견소동 190-79,71,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000109,안목커피거리 및 안목항 주차장,공영,노외,강원도 강릉시 견소동 286-4,551,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000110,강릉역 공영주차장,공영,노외,강원도 강릉시 교동 118-2,500,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000111,서부지구대 옆 공영주차장,공영,노외,강원도 강릉시 교동 1814-6,22,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000112,흥진인쇄소 옆 공한지 주차장,공영,노외,"강원도 강릉시 남문동 136,138-1",20,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000113,대성카센터 옆 공영주차장,공영,노외,강원도 강릉시 내곡동 441-1,7,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000114,옛)노암고물상 부지 공영주차장,공영,노외,강원도 강릉시 노암동 198-5,22,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000115,노암동 강릉교육문화관 옆 주차장,공영,노외,강원도 강릉시 노암동 344-11,40,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000116,노암육교 옆 공영주차장,공영,노외,강원도 강릉시 노암동 377-3,9,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000117,폴리텍III대학 입구 주차장,공영,노외,강원도 강릉시 노암동 779,8,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000118,중앙시장 제1주차장,공영,노외,강원도 강릉시 성남동 208-24,188,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000119,경찰서 뒤 주차장,공영,노외,강원도 강릉시 포남동 1106,165,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000120,홍제동 119-19 공영주차장,공영,노외,강원도 강릉시 홍제동 119-19,7,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000121,홍제동 145-2 공영주차장,공영,노외,강원도 강릉시 홍제동 145-2,26,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000122,주문진항 관광지 공영주차장,공영,노외,강원도 강릉시 주문진읍 교항리 1089-74,54,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000123,포남초교 인근 공영주차장,공영,노외,강원도 강릉시 포남동 산156,15,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000124,강릉커피콩빵 옆 공영주차장,공영,노외,강원도 강릉시 교동 949-13,20,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000125,강릉초교 인근 공영주차장,공영,노외,강원도 강릉시 홍제동 26-1,15,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
252-2-000126,교동 1868-1 공영주차장,공영,노외,강원도 강릉시 교동 1868-1,16,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,강릉시청 교통과
