주차장관리번호,주차장명,주차장구분,주차장유형,소재지지번주소,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명
142-2-000013,연일 공동주차장,공영,노외,부산광역시 연제구 연산동 768-5,23,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 연제구청
142-2-000012,과정 공영주차장,공영,노외,부산광역시 연제구 연산동 1062-1,53,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 연제구청
142-2-000008,연산3동 금련 공영주차장,공영,노외,부산광역시 연제구 연산동 1811-664,131,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 연제구청
142-2-000007,연미노외공영주차장,공영,노외,부산광역시 연제구 연산동 2122-12,24,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 연제구청
142-1-000006,한양아파트 앞 공영주차장,공영,노상,부산광역시 연제구 연산동 420-4,70,8:00,20:00,8:00,20:00,0:00,0:00,10,100,,,부산광역시 연제구청
142-1-000005,시티타워 뒤 공영주차장,공영,노상,부산광역시 연제구 연산동 1123-1,11,8:00,20:00,8:00,20:00,0:00,0:00,10,200,,,부산광역시 연제구청
142-1-000001,태경선샤인아파트 앞 공영주차장,공영,노상,부산광역시 연제구 거제동 120-6,22,8:00,20:00,8:00,20:00,0:00,0:00,10,100,,,부산광역시 연제구청
142-2-000015,연제문화체육공원 공영주차장,공영,노외,부산광역시 연제구 연산동 952-18,17,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 연제구청
142-2-000016,해맞이 공영주차장,공영,노외,부산광역시 연제구 거제동 625-11,14,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 연제구청
137-2-000001,낙동,공영,노외,부산광역시 북구 구포동 1190,46,0:00,23:59,0:00,23:59,0:00,23:59,10,200,10,200,부산북구청
137-2-000002,동원,공영,노외,부산광역시 북구 만덕동 934,63,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000003,대리천,공영,노외,부산광역시 북구 덕천동 732-5,179,0:00,23:59,0:00,23:59,0:00,23:59,10,300,10,300,부산북구청
137-2-000004,화명,공영,노외,부산광역시 북구 화명동 2126,37,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000005,덕천,공영,노외,부산광역시 북구 덕천동 457-31,112,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000006,신만덕사거리,공영,노외,부산광역시 북구 만덕동 872-1,18,0:00,23:59,0:00,23:59,0:00,23:59,10,200,10,200,부산북구청
137-2-000007,구포3동,공영,노외,부산광역시 북구 구포동 1248-10,81,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000008,숙등공원,공영,노외,부산광역시 북구 덕천동 410-4,42,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000009,삼성,공영,노외,부산광역시 북구 만덕동 783-4,31,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-1-000010,구포대교하부,공영,노상,부산광역시 북구 구포동 1067-15,21,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000011,행복마을,공영,노외,부산광역시 북구 구포동 1083-3,31,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000012,포천초교,공영,노외,부산광역시 북구 구포동 1231,89,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000013,구포시장 고객전용,공영,노외,부산광역시 북구 구포동 596-13,79,0:00,23:59,0:00,23:59,0:00,23:59,10,300,10,300,부산북구청
137-2-000014,만덕3동,공영,노외,부산광역시 북구 만덕동 913-2,15,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000015,경혜길,공영,노외,부산광역시 북구 구포동 1204-32,65,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000016,모분재,공영,노외,부산광역시 북구 구포동 848,78,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000017,시랑공원,공영,노외,부산광역시 북구 구포동 1214-39,28,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000018,덕천3동 공영주차장,공영,노외,부산광역시 북구 덕천동 139-3,126,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산북구청
137-2-000019,구포축산물도매시장 고객주차장,공영,노외,부산광역시 북구 구포동 1187-4,44,0:00,23:59,0:00,23:59,0:00,23:59,10,200,10,200,부산북구청
137-2-000021,대천천마을공동주차장,공영,노외,부산광역시 북구 화명동 174-4,73,0:00,23:59,0:00,23:59,0:00,23:59,0,0,0,0,부산북구청
137-2-000022,만덕동심공원,공영,노외,부산광역시 북구 만덕동 872-3,32,0:00,23:59,0:00,23:59,0:00,23:59,10,200,10,200,부산북구청
137-2-000023,구포2동,공영,노외,부산광역시 북구 구포동 969-4,52,0:00,23:59,0:00,23:59,0:00,23:59,10,200,10,200,부산북구청
137-2-000024,만덕1동,공영,노외,부산광역시 북구 만덕동 642-14,50,0:00,23:59,0:00,23:59,0:00,23:59,10,200,10,200,부산북구청
141-4-000063,김해주차장,민영,노외,부산광역시 강서구 대저2동 2464-3,32,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000061,강서제일 주차장,민영,노외,"부산광역시 강서구 대저2동 1841-1,1842-5,1842-1-,1842-13,1843-4",16,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000060,오복미역 전용 주차장,민영,노외,부산광역시 강서구 화전동 555-1,19,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000059,위드주차장,민영,노외,부산광역시 강서구 대저2동 2509-1,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000058,뉴공항주차장,민영,노외,부산광역시 강서구 대저2동 1842-10,13,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000057,가락IC주차장,민영,노외,부산광역시 강서구 봉림동 738-253,39,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000056,보광주차장 3,민영,노외,부산광역시 강서구 대저2동 1875-2,12,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000055,한국주차장,민영,노외,부산광역시 강서구 대저2동 2418-6,4,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000054,보광주차장 2,민영,노외,부산광역시 강서구 대저2동 1833,5,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000053,가가주차장,민영,노외,부산광역시 강서구 대저2동 2027-2,22,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000052,서림주차장,민영,노외,부산광역시 강서구 생곡동 1531-6,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000051,드림주차장,민영,노외,부산광역시 강서구 대저2동 2510-2,28,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000050,삼천리주차장,민영,노외,부산광역시 강서구 대저2동 1846-3,200,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000049,동호주차장,민영,노외,부산광역시 강서구 대저1동 1491-60,8,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000048,가락화물주차장,민영,노외,부산광역시 강서구 죽림동 177,57,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000047,오륙도주차장,민영,노외,부산광역시 강서구 화전동 556-1,23,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000044,국제주차장,민영,노외,부산광역시 강서구 대저2동 2037,64,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000043,더메이주차장,민영,노외,부산광역시 강서구 신호동 215-6,16,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000042,동해주차장,민영,노외,부산광역시 강서구 대저2동 2080-9,13,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000041,보광주차장,민영,노외,부산광역시 강서구 대저2동 1845-1,10,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000040,강동K주차장,민영,노외,"부산광역시 강서구 대저2동 3134-1,2108-1,2107-1",118,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000039,명진포장주차장,민영,노외,부산광역시 강서구 식만동 429-3,16,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000037,박부덕씨주차장,민영,노외,"부산광역시 강서구 송정동 1216-4, -2",22,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000036,부용주차장,민영,노외,부산광역시 강서구 대저2동 2441,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000035,한국주차장,민영,노외,부산광역시 강서구 신호동 217-6,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000034,일공주차장,민영,노외,부산광역시 강서구 대저1동 754-1,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000033,공항주차장,민영,노외,부산광역시 강서구 대저2동 1843-23,35,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000032,스카이주차장,민영,노외,부산광역시 강서구 구랑동 1203,39,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000031,장기주차장,민영,노외,부산광역시 강서구 대저2동 1873-2,35,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000030,대저주차장,민영,노외,부산광역시 강서구 대저1동 750-1,50,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000029,진목주차장,민영,노외,부산광역시 강서구 명지동 3183-8,176,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000028,맥도주차장,민영,노외,부산광역시 강서구 대저2동 5514,28,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000027,금호주차장,민영,노외,부산광역시 강서구 대저1동 1190,25,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000046,오토마트주차장,민영,노외,부산광역시 강서구 강동동 1751,52,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000045,유니티주차장,민영,노외,"부산광역시 강서구 대저2동 2160,2160-2,2160-3",102,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000064,김해공항신공항주차장,민영,노외,부산광역시 강서구 대저2동 2699-1,120,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000068,제이엠알주차장,민영,노외,부산광역시 강서구 대저2동 2093,31,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000013,화인종합주차장,민영,노외,부산광역시 강서구 명지동 616-93,154,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000013,화인종합주차장,민영,노외,부산광역시 강서구 명지동 616-93,154,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000003,현대주차장,민영,노외,"부산광역시 강서구 대저2동 2400, 2401-1, 2401-6",84,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000003,현대주차장,민영,노외,"부산광역시 강서구 대저2동 2400, 2401-1, 2401-6",84,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000010,가락주차장,민영,노외,부산광역시 강서구 죽림동 177,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000011,대저주차장,민영,노외,부산광역시 강서구 대저1동 2377-27,38,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000009,동원주차장,민영,노외,부산광역시 강서구 대저2동 2081-5,61,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000008,김해주차장,민영,노외,부산광역시 강서구 대저2동 2160-2,22,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000007,강동주차장,민영,노외,부산광역시 강서구 대저2동 2078,118,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000006,VIP주차장(B동),민영,노외,부산광역시 강서구 대저2동 2062-1,150,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000005,부산주차장,민영,노외,부산광역시 강서구 대저2동 2058-3,54,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000004,신공항주차장,민영,노외,부산광역시 강서구 대저2동 2699,15,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000002,광남주차장,민영,노외,부산광역시 강서구 대저2동 1858-1,245,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000001,신흥주차장,민영,노외,부산광역시 강서구 대저2동 1884-2,170,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-2-000008,유통단지1로40번길공영주차장,공영,노외,부산광역시 강서구 대저2동 3135,58,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0,0,부산광역시 강서구
141-2-000007,천성~외양포간도로2공구 공영주차장,공영,노외,부산광역시 강서구 대항동 산 13-31,60,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0,0,부산광역시 강서구
141-2-000006,송정동 공영주차장,공영,노외,부산광역시 강서구 송정동 1440,69,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0,0,부산광역시 강서구
141-2-000005,행복마을 공영주차장,공영,노외,부산광역시 강서구 명지동 3254-7,25,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0,0,부산광역시 강서구
141-2-000005,명지시장공영주차장,공영,노외,부산광역시 강서구 명지동 1-377,15,9:30,0:00,9:30,0:00,9:30,0:00,10,100,10,100,부산광역시 강서구
141-2-000003,지양곡 공영주차장,공영,노외,부산광역시 강서구 천성동 271-22,99,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0,0,부산광역시 강서구
141-2-000004,대항공영 주차장,공영,노외,,89,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0,0,부산광역시 강서구
141-1-000002,오션시티중앙상가공영주차장,공영,노상,부산광역시 강서구 명지동 3282,75,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0,0,부산광역시 강서구
141-2-000003,녹산산단공영주차장,공영,노외,부산광역시 강서구 송정동 1759,144,9:30,0:00,9:30,0:00,9:30,0:00,10,0,0,0,부산광역시 강서구
141-1-000001,명지IC공영주차장,공영,노상,부산광역시 강서구 명지동 1-395,36,9:30,0:00,9:30,0:00,9:30,0:00,10,100,10,100,부산광역시 강서구
141-4-000074,보성주차장,민영,노외,부산광역시 강서구 대저2동 3972-1,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000073,강서주차장,민영,노외,부산광역시 강서구 대저2동 1873-2,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000072,발렛주차장,민영,노외,부산광역시 강서구 대저2동 2032-7,15,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000071,유카주차장,민영,노외,부산광역시 강서구 대저2동 2157,10,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000070,명성주차장,민영,노외,"부산광역시 강서구 대저2동 2095-2,2094-9",33,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000069,준주차장,민영,노외,부산광역시 강서구 범방동 1883-1,13,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000067,강서제이주차장,민영,노외,부산광역시 강서구 대저2동 1843-6,18,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000066,차차주차장,민영,노외,부산광역시 강서구 대저2동 2058-5,30,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000065,ABC주차장,민영,노외,부산광역시 강서구 대저2동 2455-1,40,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000076,무지개주차장,민영,노외,부산광역시 강서구 대저1동 1314-8,17,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000075,김해공항라운지주차장,민영,노외,부산광역시 강서구 대저2동 2493-2,46,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000017,고정주차장,민영,노외,부산광역시 강서구 명지동 1-667,11,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000016,신포주차장,민영,노외,부산광역시 강서구 명지동 1-658,15,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000015,명지주차장,민영,노외,부산광역시 강서구 명지동 1-377,50,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000014,거양주차장,민영,노외,부산광역시 강서구 명지동 616-97,19,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000012,부자집주차장,민영,노외,부산광역시 강서구 대저1동 2345-11,10,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000010,가락주차장,민영,노외,부산광역시 강서구 죽림동 931,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000009,동원주차장,민영,노외,부산광역시 강서구 대저2동 2081-5,61,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000008,김해주차장,민영,노외,부산광역시 강서구 대저2동 2162-6,22,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000007,강동주차장,민영,노외,"부산광역시 강서구 대저2동 3134-1, 2108-1, 2107-1",118,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000004,신공항주차장,민영,노외,부산광역시 강서구 대저2동 2405-2,15,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000002,광남주차장,민영,노외,부산광역시 강서구 대저2동 1858-1,245,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000026,강서주차장,민영,노외,부산광역시 강서구 대저1동 2376-2,12,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000025,부영주차장,민영,노외,부산광역시 강서구 대저2동 3903,23,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000024,신호주차장,민영,노외,부산광역시 강서구 신호동 186,270,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000023,녹산종합주차장,민영,노외,부산광역시 강서구 신호동 186,28,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000022,동양주차장,민영,노외,부산광역시 강서구 녹산동 92-1,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000021,우리들주차장,민영,노외,부산광역시 강서구 녹산동 1277-9,11,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000020,우현주차장,민영,노외,부산광역시 강서구 대저2동 2021-6,34,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000019,삼성주차장,민영,노외,"부산광역시 강서구 대저2동 2405-2,3131-6,3131-7,3132-2,3134-4,3134-5",144,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000018,대보주차장,민영,노외,부산광역시 강서구 대저1동 2377-22,14,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000038,엔투로지스주차장,민영,노외,부산광역시 강서구 구랑동 1193-5,78,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
141-4-000036,부용주차장,민영,노외,부산광역시 강서구 대저2동 4440,20,9:30,0:00,9:30,0:00,9:30,0:00,10,0,,,부산광역시 강서구
134-1-000001,가야중복도로,공영,노상,부산광역시 부산진구 가야동 656-14,160,8:00,21:00,8:00,21:00,8:00,21:00,10,200,10,200,부산광역시 부산진구청
134-1-000002,가야공원진입로,공영,노상,부산광역시 부산진구 가야동 596-7,41,8:00,21:00,8:00,21:00,8:00,21:00,10,200,10,200,부산광역시 부산진구청
134-1-000003,신부산빌딩 앞(소망빌딩),공영,노상,부산광역시 부산진구 범천동 839-39,28,8:00,21:00,12:00,19:00,0:00,0:00,10,500,10,500,부산광역시 부산진구청
134-1-000004,범천동신암로,공영,노상,부산광역시 부산진구 범천동 1234-36,102,8:00,21:00,8:00,21:00,8:00,21:00,10,200,10,200,부산광역시 부산진구청
134-1-000005,경남공고 뒤,공영,노상,부산광역시 부산진구 전포동 870-1,27,8:00,21:00,8:00,21:00,8:00,21:00,10,300,10,300,부산광역시 부산진구청
134-2-000001,주례초등학교,공영,노외,부산광역시 부산진구 개금동 630-5,70,0:00,23:59,0:00,23:59,0:00,23:59,10,300,10,300,부산광역시 부산진구청
134-2-000002,유원오피스텔 뒤,공영,노외,부산광역시 부산진구 부전동 474-97,12,0:00,23:59,0:00,23:59,0:00,23:59,10,700,10,700,부산광역시 부산진구청
134-2-000003,가야공원,공영,노외,부산광역시 부산진구 가야동 491-11,41,0:00,23:59,0:00,23:59,0:00,23:59,10,200,10,200,부산광역시 부산진구청
139-1-000016,통일아시아드공원 일원 노상공영,공영,노상,부산광역시 사하구 다대동 1595,100,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000015,삼환아파트 후문 노상공영,공영,노상,부산광역시 사하구 다대동 25-4,70,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000014,하단동 유수지 공영주차장,공영,노상,부산광역시 사하구 하단동 1172,18,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000013,에코팩토리 존 노상공영주차장,공영,노상,부산광역시 사하구 신평동 664,42,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000012,장림포구,공영,노상,부산광역시 사하구 장림동 1092,98,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000011,하단5일상설시장 공영주차장,공영,노상,부산광역시 사하구 하단동 621,37,8:00,21:00,8:00,21:00,8:00,21:00,10,200,,,부산광역시 사하구청
139-1-000010,장림2동 공영주차장,공영,노상,부산광역시 사하구 장림동 569-1,83,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000009,장림 동원로얄듀크 앞 공영주차장,공영,노상,부산광역시 사하구 장림동 875-4,60,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000008,신평패션칼라 공영주차장,공영,노상,부산광역시 사하구 신평동 664,94,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000007,동성화학 앞 공영주차장,공영,노상,부산광역시 사하구 신평동 370-116,47,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000006,대한제강 앞 복합 공영주차장,공영,노상,부산광역시 사하구 신평동 370-17,168,8:00,20:00,8:00,15:00,0:00,0:00,10,100,,,부산광역시 사하구청
139-1-000005,도시철도 신평역 앞 공영주차장,공영,노상,부산광역시 사하구 신평동 665,49,8:00,20:00,8:00,15:00,0:00,0:00,10,200,,,부산광역시 사하구청
139-1-000004,신평골목시장 공영주차장,공영,노상,부산광역시 사하구 신평동 99-9,18,8:00,21:00,8:00,21:00,8:00,21:00,10,200,,,부산광역시 사하구청
139-1-000003,괴정천복개로(하단동) 공영주차장,공영,노상,부산광역시 사하구 하단동 870-6,131,8:00,20:00,8:00,15:00,0:00,0:00,10,200,,,부산광역시 사하구청
139-1-000002,괴정천복개로(당리동) 공영주차장,공영,노상,부산광역시 사하구 당리동 333,89,8:00,20:00,8:00,15:00,0:00,0:00,10,200,,,부산광역시 사하구청
139-1-000001,사하구청 앞 공영주차장,공영,노상,부산광역시 사하구 당리동 317-100,29,8:00,20:00,8:00,15:00,0:00,0:00,10,300,,,부산광역시 사하구청
139-2-000020,장림골목시장 공영주차장,공영,노외,부산광역시 사하구 장림동 328-4,144,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000019,하단1동 공영주차장,공영,노외,부산광역시 사하구 하단동 53,60,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청
139-2-000018,하단동 광장 공영주차장,공영,노외,부산광역시 사하구 하단동 1163,42,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청
139-2-000017,사릿골 공영주차장,공영,노외,부산광역시 사하구 괴정동 237-4,27,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청
139-2-000016,신평골목시장 공영주차장,공영,노외,부산광역시 사하구 신평동 99-9,15,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청
139-2-000015,감천1동 공영주차장,공영,노외,부산광역시 사하구 감천동 12,104,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000014,감천문화마을 공영주차장,공영,노외,부산광역시 사하구 감천동 17-46,27,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000013,회화나무 공영주차장,공영,노외,부산광역시 사하구 괴정동 514-4,62,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청
139-2-000012,중앙 공영주차장,공영,노외,부산광역시 사하구 다대동 1552-20,156,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청
139-2-000011,몰운대 공영주차장,공영,노외,부산광역시 사하구 다대동 482-3,230,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청
139-2-000010,다대2동 공영주차장,공영,노외,부산광역시 사하구 다대동 1585,66,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000009,하단동 유수지 공영주차장,공영,노외,부산광역시 사하구 하단동 1172,28,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000008,감내 공영주차장,공영,노외,부산광역시 사하구 감천동 16-485,50,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000007,감천2동 공영주차장,공영,노외,부산광역시 사하구 감천동 12,40,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000006,감정초교 지하 공영주차장,공영,노외,부산광역시 사하구 감천동 10-2,79,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000005,장림동 복합 공영주차장,공영,노외,부산광역시 사하구 장림동 1144-1,236,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
